Date,League,Team,Opp.,Venue,Phase,Coach,Opp. coach,OT/SO,PTS,Leading%,Tied%,Trailing%,TOI,GF,GA,G±,EQ TOI,EQ GF,EQ GA,EQ G±,PP OP,PP%,PP TOI,PP GF,PP GA,PP G±,SH SI,PK%,SH TOI,SH GF,SH GA,SH G±,SH%,SV%,PDO,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,SMF,SPF,SBF,SMA,SPA,SBA,FOW,FOL,FO%,# 0',# 2',# 5',# 10',# 20',PIM,Spectators,MatchID,Outcome,Moneyline,H1-1.5,H1-2.5,H2+1.5,H2+2.5,TG,Both2Goals,OU4.5,OU5.5,OU6.5,OU7.5,Team name,Season,GP,PTS_home,PTS/GP,TOI_home,Leading%_home,Tied%_home,Trailing%_home,GF_home,GA_home,G±_home,GF_,GA_,G_±,GF_/60,GA_/60,EQ TOI_home,EQ GF_home,EQ GA_home,EQ G±_home,EQ GF/60,EQ GA/60,PP TOI_home,PP OP_home,PP%_home,PP GF_home,PP GA_home,PP G±_home,PP GF/60,SH TOI_home,SH SI_home,PK%_home,SH GF_home,SH GA_home,SH G±_home,SH GA/60,GF EN,GA EN,GF SO,GA SO,SH%_home,SV%_home,PDO_home,CF_home,CF/60,CA_home,CA/60,CF%_home,FF_home,FF/60,FA_home,FA/60,FF%_home,SF_home,SF/60,SA_home,SA/60,SF%_home,Pace/60,SMF_home,SPF_home,SBF_home,SMA_home,SPA_home,SBA_home,FOW_home,FOL_home,FO%_home,# 0'_home,# 2'_home,# 5'_home,# 10'_home,# 20'_home,PIM_home,Spect. / GP,Spect. / GP - Home,Spect. / GP - Away,Team name_away,Team_away,Season_away,GP_away,PTS_away,PTS/GP_away,TOI_away,Leading%_away,Tied%_away,Trailing%_away,GF_away,GA_away,G±_away,GF__away,GA__away,G_±_away,GF_/60_away,GA_/60_away,EQ TOI_away,EQ GF_away,EQ GA_away,EQ G±_away,EQ GF/60_away,EQ GA/60_away,PP TOI_away,PP OP_away,PP%_away,PP GF_away,PP GA_away,PP G±_away,PP GF/60_away,SH TOI_away,SH SI_away,PK%_away,SH GF_away,SH GA_away,SH G±_away,SH GA/60_away,GF EN_away,GA EN_away,GF SO_away,GA SO_away,SH%_away,SV%_away,PDO_away,CF_away,CF/60_away,CA_away,CA/60_away,CF%_away,FF_away,FF/60_away,FA_away,FA/60_away,FF%_away,SF_away,SF/60_away,SA_away,SA/60_away,SF%_away,Pace/60_away,SMF_away,SPF_away,SBF_away,SMA_away,SPA_away,SBA_away,FOW_away,FOL_away,FO%_away,# 0'_away,# 2'_away,# 5'_away,# 10'_away,# 20'_away,PIM_away,Spect. / GP_away,Spect. / GP - Home_away,Spect. / GP - Away_away,attack_strength_home,defence_strength_home,attack_strength_away,defence_strength_away,attack_strength_diff,defence_strength_diff,exp_goals_home,exp_goals_away,shots_for_diff,shots_against_diff,pp_percentage_diff,pk_percentage_diff,goals_for_diff,goals_against_diff,pts_diff,leading_diff,trailing_diff,corsi_for_diff,corsi_against_diff,eq_goals_diff,win_r5_home,draw_r5_home,lose_r5_home,scored_avg_r5_home,conceded_avg_r5_home,win_r5_away,draw_r5_away,lose_r5_away,scored_avg_r5_away,conceded_avg_r5_away,h2h_win_ratio_home,h2h_draw_ratio_home,h2h_lose_ratio_home,h2h_scored_avg_home,h2h_conceded_avg_home
2018-09-22,National League,EVZ,HCL,1,1,Dan Tangnes,Greg Ireland,,3,57.94,42.06,0.0,60.0,6,5,1,52.1,5,5,0,3,33.33,5.9,1,0,1,1,100.0,2.0,0,0,0,17.65,76.19,93.84,60,43,58.25,50,33,60.24,34,21,61.82,11,5,10,11,1,10,40,22,64.52,0,1,0,0,0,2,6833.0,20191105000012,1,1,0,0,1,1,11,1,1,1,1,1,EV Zug,2022/2023,52,82,1.58,3159.5,28.76,33.7,37.53,165,154,11,153,143,10,2.91,2.72,2658.6,111,109,2,2.51,2.46,279.4,183,26.23,48,4,44,10.31,221.5,143,72.73,2,39,-37,10.56,8,9,4,2,9.16,89.43,98.59,3283,62.35,2569,48.79,56.1,2333,44.3,1857,35.27,55.68,1678,31.87,1362,25.86,55.2,111.13,598,57,950,462,33,712,1466,1367,51.75,0,158,2,0,2,366,6984,6975,6992,HC Lugano,HCL,2022/2023,52,72,1.38,3150.2,37.77,32.12,30.12,147,163,-16,134,150,-16,2.55,2.86,2600.1,109,110,-1,2.52,2.54,257.0,161,16.77,27,5,22,6.3,293.0,190,75.26,7,47,-40,9.62,9,12,4,1,7.7,89.9,97.6,3112,59.27,2828,53.86,52.39,2368,45.1,2095,39.9,53.06,1749,33.31,1497,28.51,53.88,113.14,587,32,744,577,21,733,1469,1423,50.8,1,216,4,0,4,532,6026,5026,7026,1.0834896810506567,1.0112570356472796,0.9652908067542215,1.0703564727954973,0.11819887429643516,-0.05909943714821764,3.3963234232934045,2.8587458507721175,-1.4400000000000013,-2.650000000000002,9.46,-2.530000000000001,0.3600000000000003,-0.13999999999999968,0.20000000000000018,-9.010000000000002,7.41,3.0799999999999983,-5.07,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2018-09-22,National League,EHCB,LHC,0,1,Antti Törmänen,Ville Peltonen,,3,14.17,63.47,22.36,60.0,4,1,3,41.6,4,0,4,6,0.0,12.0,0,1,-1,4,100.0,6.4,0,0,0,7.69,96.0,103.69,54,61,46.96,45,47,48.91,28,25,52.83,17,0,9,22,0,14,14,27,34.15,0,4,0,0,0,8,6700.0,20191105000011,1,1,1,1,0,0,5,0,1,0,0,0,EHC Biel-Bienne,2022/2023,52,101,1.94,3146.6,42.15,30.19,27.66,174,132,42,167,127,40,3.18,2.42,2636.2,136,100,36,3.1,2.28,251.6,158,22.15,35,1,34,8.35,258.9,172,82.56,1,30,-29,6.95,5,4,2,1,11.67,91.62,103.29,2720,51.87,2856,54.46,48.78,2004,38.21,2139,40.79,48.37,1436,27.38,1520,28.98,48.58,106.32,540,28,716,577,42,717,1368,1380,49.78,1,192,5,0,5,509,6462,5843,7081,Lausanne HC,LHC,2022/2023,52,71,1.37,3165.2,31.34,36.12,32.54,139,160,-21,128,153,-25,2.43,2.9,2585.0,105,109,-4,2.44,2.53,266.3,157,16.56,26,2,24,5.86,313.9,195,75.9,4,47,-43,8.98,7,5,4,2,7.52,90.4,97.92,3225,61.13,2888,54.75,52.76,2339,44.34,2119,40.17,52.47,1709,32.4,1598,30.29,51.68,115.88,578,52,886,489,32,769,1442,1437,50.09,3,218,7,0,5,571,6925,7099,6751,1.1425891181988743,0.8667917448405253,0.9127579737335835,1.050656660412758,0.22983114446529085,-0.18386491557223272,3.5156588252273058,2.317001010246789,-5.02,-1.3099999999999987,5.59,6.659999999999997,0.75,-0.48,0.5699999999999998,10.809999999999999,-4.879999999999999,-9.260000000000005,-0.28999999999999915,40.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
2018-09-25,National League,SCB,HCL,1,1,Kari Jalonen,Greg Ireland,,3,83.19,16.81,0.0,60.0,4,0,4,45.0,4,0,4,5,0.0,7.0,0,0,0,4,100.0,8.0,0,0,0,7.69,100.0,107.69,67,46,59.29,53,31,63.1,40,21,65.57,13,0,14,10,0,15,24,22,52.17,0,4,0,0,0,8,16025.0,20191105000014,1,1,1,1,0,0,4,0,0,0,0,0,SC Bern,2022/2023,52,74,1.42,3172.3,32.06,34.24,33.7,150,158,-8,143,142,1,2.7,2.69,2633.8,108,108,0,2.46,2.46,302.2,187,21.39,40,7,33,7.94,236.2,155,75.48,2,38,-36,9.65,7,11,0,5,8.32,90.91,99.23,3148,59.54,2987,56.5,51.31,2298,43.46,2113,39.96,52.1,1726,32.65,1574,29.77,52.3,116.04,537,35,850,502,37,874,1354,1467,48.0,1,186,5,1,4,487,10706,14750,6662,HC Lugano,HCL,2022/2023,52,72,1.38,3150.2,37.77,32.12,30.12,147,163,-16,134,150,-16,2.55,2.86,2600.1,109,110,-1,2.52,2.54,257.0,161,16.77,27,5,22,6.3,293.0,190,75.26,7,47,-40,9.62,9,12,4,1,7.7,89.9,97.6,3112,59.27,2828,53.86,52.39,2368,45.1,2095,39.9,53.06,1749,33.31,1497,28.51,53.88,113.14,587,32,744,577,21,733,1469,1423,50.8,1,216,4,0,4,532,6026,5026,7026,0.9849906191369606,1.0375234521575984,0.9652908067542215,1.0703564727954973,0.0196998123827391,-0.032833020637898835,3.0875667484485496,2.9329989897532114,-0.6600000000000037,1.259999999999998,4.620000000000001,0.21999999999999886,0.15000000000000036,-0.16999999999999993,0.040000000000000036,-5.710000000000001,3.580000000000002,0.269999999999996,2.6400000000000006,1.0,0.5,0.5,0.0,2.5,0.5,0.0,0.0,1.0,3.0,4.5,0.0,0.0,0.0,0.0,0.0
2018-09-25,National League,EHCB,HCAP,0,1,Antti Törmänen,Luca Cereda,,3,85.11,14.89,0.0,60.0,5,1,4,50.0,4,1,3,4,25.0,8.0,1,0,1,1,100.0,2.0,0,0,0,15.62,96.0,111.62,65,57,53.28,48,37,56.47,32,25,56.14,14,2,17,12,0,20,23,30,43.4,0,3,0,0,0,6,4315.0,20191105000013,1,1,1,1,0,0,6,0,1,1,0,0,EHC Biel-Bienne,2022/2023,52,101,1.94,3146.6,42.15,30.19,27.66,174,132,42,167,127,40,3.18,2.42,2636.2,136,100,36,3.1,2.28,251.6,158,22.15,35,1,34,8.35,258.9,172,82.56,1,30,-29,6.95,5,4,2,1,11.67,91.62,103.29,2720,51.87,2856,54.46,48.78,2004,38.21,2139,40.79,48.37,1436,27.38,1520,28.98,48.58,106.32,540,28,716,577,42,717,1368,1380,49.78,1,192,5,0,5,509,6462,5843,7081,HC Ambri-Piotta,HCAP,2022/2023,52,66,1.27,3173.7,27.36,32.59,40.05,151,163,-12,143,152,-9,2.7,2.87,2630.1,106,122,-16,2.42,2.78,251.3,164,22.56,37,4,33,8.83,292.2,180,80.56,6,35,-29,7.19,6,9,2,2,9.24,90.83,100.08,2955,55.87,3138,59.33,48.5,2124,40.16,2319,43.84,47.81,1553,29.36,1667,31.52,48.23,115.19,537,34,831,618,34,819,1400,1667,45.65,3,218,5,0,6,581,6939,6480,7398,1.1425891181988743,0.8667917448405253,0.9915572232645403,1.0703564727954973,0.151031894934334,-0.20356472795497194,3.5815774282003177,2.517029874440756,-1.9800000000000004,-2.539999999999999,-0.41000000000000014,2.0,0.48,-0.4500000000000002,0.6699999999999999,14.79,-12.389999999999997,-4.0,-4.869999999999997,52.0,1.0,0.0,0.0,3.5,0.5,0.5,0.0,0.5,2.0,3.0,0.0,0.0,0.0,0.0,0.0
2018-09-25,National League,EVZ,HCFG,0,1,Dan Tangnes,Mark French,,3,87.58,12.42,0.0,60.0,6,3,3,50.0,4,3,1,4,50.0,4.0,2,0,2,3,100.0,6.0,0,0,0,21.74,90.62,112.36,40,72,35.71,34,50,40.48,24,32,42.86,10,0,6,17,1,22,18,29,38.3,0,3,0,0,0,6,5402.0,20191105000016,1,1,1,1,0,0,9,1,1,1,1,1,EV Zug,2022/2023,52,82,1.58,3159.5,28.76,33.7,37.53,165,154,11,153,143,10,2.91,2.72,2658.6,111,109,2,2.51,2.46,279.4,183,26.23,48,4,44,10.31,221.5,143,72.73,2,39,-37,10.56,8,9,4,2,9.16,89.43,98.59,3283,62.35,2569,48.79,56.1,2333,44.3,1857,35.27,55.68,1678,31.87,1362,25.86,55.2,111.13,598,57,950,462,33,712,1466,1367,51.75,0,158,2,0,2,366,6984,6975,6992,HC Fribourg-Gottéron,HCFG,2022/2023,52,81,1.56,3161.8,38.38,31.6,30.02,155,136,19,145,122,23,2.75,2.32,2642.5,102,95,7,2.32,2.16,296.4,190,26.84,51,3,48,10.33,222.9,133,75.19,1,33,-32,8.88,9,9,1,5,8.78,90.7,99.48,3052,57.92,2702,51.27,53.04,2256,42.81,1874,35.56,54.62,1661,31.52,1321,25.07,55.7,109.19,549,46,796,523,30,828,1429,1380,50.87,1,149,3,0,2,353,8021,8922,7119,1.0834896810506567,1.0112570356472796,1.0178236397748595,0.8930581613508444,0.06566604127579723,0.11819887429643527,2.8337422427478716,3.0143238562563144,0.3500000000000014,0.7899999999999991,-0.6099999999999994,-2.4599999999999937,0.16000000000000014,0.40000000000000036,0.020000000000000018,-9.620000000000001,7.510000000000002,4.43,-2.480000000000004,-5.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2018-09-25,National League,SCLT,ZSC,0,1,Heinz Ehlers,Serge Aubin,,3,89.08,10.92,0.0,60.0,4,1,3,50.0,4,1,3,3,0.0,6.0,0,0,0,2,100.0,4.0,0,0,0,20.0,96.43,116.43,59,53,52.68,38,44,46.34,20,28,41.67,17,1,21,14,2,9,16,26,38.1,0,2,0,0,0,4,8203.0,20191105000018,1,1,1,1,0,0,5,0,1,0,0,0,SCL Tigers,2022/2023,52,60,1.15,3152.3,29.43,33.0,37.57,124,167,-43,119,155,-36,2.27,2.95,2578.1,95,115,-20,2.21,2.68,270.6,161,14.91,24,7,17,5.32,303.6,180,76.67,5,42,-37,8.3,5,9,0,3,9.19,91.54,100.73,2533,48.21,3363,64.01,42.96,1767,33.63,2540,48.35,41.03,1300,24.74,1842,35.06,41.37,112.22,445,22,766,661,37,823,1428,1476,49.17,2,199,6,0,5,528,5939,4991,6888,ZSC Lions,ZSC,2022/2023,52,88,1.69,3160.7,34.86,38.38,26.76,150,123,27,138,121,17,2.62,2.3,2549.7,101,81,20,2.38,1.91,299.2,180,22.22,40,2,38,8.02,311.8,195,80.0,4,39,-35,7.5,7,1,5,1,8.53,92.2,100.74,3035,57.61,2898,55.01,51.15,2216,42.07,2081,39.5,51.57,1624,30.83,1553,29.48,51.12,112.63,553,39,819,497,31,817,1580,1450,52.15,1,223,4,1,2,516,9099,11459,6738,0.8142589118198875,1.0966228893058163,0.9849906191369606,0.8076923076923077,-0.1707317073170731,0.2889305816135086,1.92603550295858,3.1633352576129314,-6.09,5.580000000000002,-7.309999999999999,-3.3299999999999983,-0.3500000000000001,0.6500000000000004,-0.54,-5.43,10.809999999999999,-9.399999999999999,9.000000000000007,-40.0,0.5,0.0,0.5,2.5,2.5,0.0,0.5,0.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0
2018-09-25,National League,SCRJ,HCD,0,1,Jeff Tomlinson,Arno Del Curto,,0,0.0,5.39,94.61,60.0,0,2,-2,48.0,0,2,-2,2,0.0,4.0,0,0,0,4,100.0,8.0,0,0,0,0.0,94.59,94.59,43,73,37.07,33,52,38.82,23,37,38.33,10,0,10,15,0,21,33,39,45.83,0,4,0,0,0,8,3271.0,20191105000015,-1,0,0,0,1,1,2,0,0,0,0,0,SC Rapperswil-Jona Lakers,2022/2023,52,92,1.77,3157.9,40.84,36.34,22.82,183,133,50,169,125,44,3.21,2.37,2626.6,136,99,37,3.11,2.26,283.1,178,23.03,41,3,38,8.69,248.2,158,81.65,2,29,-27,7.01,10,6,4,2,11.37,91.26,102.64,2868,54.49,2743,52.12,51.11,2059,39.12,1942,36.9,51.46,1496,28.42,1437,27.3,51.01,106.61,526,37,809,481,24,801,1423,1317,51.93,1,174,6,0,7,518,6022,4956,7088,HC Davos,HCD,2022/2023,52,83,1.6,3199.7,28.83,36.48,34.69,149,138,11,139,126,13,2.61,2.36,2653.4,102,110,-8,2.31,2.49,266.3,164,21.95,36,2,34,8.11,280.0,155,88.39,6,18,-12,3.86,5,4,5,8,8.66,91.67,100.32,3038,56.97,2827,53.01,51.8,2271,42.59,2048,38.4,52.58,1611,30.21,1516,28.43,51.52,109.98,626,34,767,497,35,779,1464,1455,50.15,4,183,2,1,2,426,6207,4978,7436,1.201688555347092,0.873358348968105,0.9784240150093809,0.9061913696060038,0.22326454033771104,-0.032833020637898724,3.189096550728821,2.5025075768509164,-1.7899999999999991,-1.129999999999999,1.0800000000000018,-6.739999999999995,0.6000000000000001,0.010000000000000231,0.16999999999999993,12.010000000000005,-11.869999999999997,-2.479999999999997,-0.8900000000000006,45.0,0.0,0.0,1.0,1.5,3.5,0.0,0.0,1.0,1.5,4.0,0.0,0.0,0.0,0.0,0.0
2018-09-25,National League,GSHC,LHC,0,1,Chris McSorley,Ville Peltonen,,0,0.0,58.92,41.08,60.0,2,4,-2,48.9,1,3,-2,2,50.0,3.3,1,0,1,4,75.0,7.8,0,1,-1,7.69,93.48,101.17,54,71,43.2,41,61,40.2,26,47,35.62,15,0,13,13,1,10,19,28,40.43,0,4,0,0,0,8,6333.0,20191105000017,-1,0,0,0,1,1,6,1,1,1,0,0,Genève-Servette HC,2022/2023,52,101,1.94,3159.5,41.56,33.85,24.58,185,140,45,168,134,34,3.19,2.54,2605.5,129,97,32,2.97,2.23,258.5,167,28.14,47,4,43,10.91,295.5,178,79.21,6,37,-31,7.51,14,4,3,2,11.0,90.73,101.74,2825,53.65,2716,51.58,50.98,2093,39.75,1962,37.26,51.62,1541,29.26,1450,27.54,51.52,105.22,525,27,732,476,36,754,1456,1322,52.41,3,212,5,0,5,549,6613,6264,6962,Lausanne HC,LHC,2022/2023,52,71,1.37,3165.2,31.34,36.12,32.54,139,160,-21,128,153,-25,2.43,2.9,2585.0,105,109,-4,2.44,2.53,266.3,157,16.56,26,2,24,5.86,313.9,195,75.9,4,47,-43,8.98,7,5,4,2,7.52,90.4,97.92,3225,61.13,2888,54.75,52.76,2339,44.34,2119,40.17,52.47,1709,32.4,1598,30.29,51.68,115.88,578,52,886,489,32,769,1442,1437,50.09,3,218,7,0,5,571,6925,7099,6751,1.2148217636022514,0.9193245778611634,0.9127579737335835,1.050656660412758,0.3020637898686679,-0.13133208255159468,3.737913118776158,2.4574253138981095,-3.139999999999997,-2.75,11.580000000000002,3.309999999999988,0.7599999999999998,-0.3599999999999999,0.5699999999999998,10.220000000000002,-7.960000000000001,-7.480000000000004,-3.1700000000000017,36.0,0.5,0.0,0.5,1.5,2.0,0.0,0.0,1.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0
2018-09-28,National League,SCB,SCRJ,0,1,Kari Jalonen,Jeff Tomlinson,,3,82.94,17.06,0.0,60.0,5,1,4,54.4,4,1,3,2,50.0,3.6,1,0,1,1,100.0,2.0,0,0,0,10.2,94.44,104.65,73,46,61.34,65,24,73.03,49,18,73.13,13,3,8,6,0,22,42,26,61.76,0,1,0,0,0,2,4019.0,20191105000021,1,1,1,1,0,0,6,0,1,1,0,0,SC Bern,2022/2023,52,74,1.42,3172.3,32.06,34.24,33.7,150,158,-8,143,142,1,2.7,2.69,2633.8,108,108,0,2.46,2.46,302.2,187,21.39,40,7,33,7.94,236.2,155,75.48,2,38,-36,9.65,7,11,0,5,8.32,90.91,99.23,3148,59.54,2987,56.5,51.31,2298,43.46,2113,39.96,52.1,1726,32.65,1574,29.77,52.3,116.04,537,35,850,502,37,874,1354,1467,48.0,1,186,5,1,4,487,10706,14750,6662,SC Rapperswil-Jona Lakers,SCRJ,2022/2023,52,92,1.77,3157.9,40.84,36.34,22.82,183,133,50,169,125,44,3.21,2.37,2626.6,136,99,37,3.11,2.26,283.1,178,23.03,41,3,38,8.69,248.2,158,81.65,2,29,-27,7.01,10,6,4,2,11.37,91.26,102.64,2868,54.49,2743,52.12,51.11,2059,39.12,1942,36.9,51.46,1496,28.42,1437,27.3,51.01,106.61,526,37,809,481,24,801,1423,1317,51.93,1,174,6,0,7,518,6022,4956,7088,0.9849906191369606,1.0375234521575984,1.201688555347092,0.873358348968105,-0.21669793621013134,0.1641651031894934,2.5193029297156877,3.651284456631548,4.229999999999997,2.469999999999999,-1.6400000000000006,-6.170000000000002,-0.5099999999999998,0.31999999999999984,-0.3500000000000001,-8.780000000000001,10.880000000000003,5.049999999999997,4.380000000000003,-37.0,0.6666666666666666,0.3333333333333333,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.0,0.0,0.0,0.0,0.0
2018-09-28,National League,HCAP,SCLT,0,1,Luca Cereda,Heinz Ehlers,,3,45.69,54.31,0.0,60.0,2,0,2,39.5,2,0,2,3,0.0,6.0,0,0,0,8,100.0,14.5,0,0,0,10.0,100.0,110.0,36,64,36.0,28,42,40.0,20,29,40.82,8,0,8,13,0,22,17,36,32.08,0,8,0,0,0,16,5565.0,20191105000023,1,1,1,0,0,1,2,0,0,0,0,0,HC Ambri-Piotta,2022/2023,52,66,1.27,3173.7,27.36,32.59,40.05,151,163,-12,143,152,-9,2.7,2.87,2630.1,106,122,-16,2.42,2.78,251.3,164,22.56,37,4,33,8.83,292.2,180,80.56,6,35,-29,7.19,6,9,2,2,9.24,90.83,100.08,2955,55.87,3138,59.33,48.5,2124,40.16,2319,43.84,47.81,1553,29.36,1667,31.52,48.23,115.19,537,34,831,618,34,819,1400,1667,45.65,3,218,5,0,6,581,6939,6480,7398,SCL Tigers,SCLT,2022/2023,52,60,1.15,3152.3,29.43,33.0,37.57,124,167,-43,119,155,-36,2.27,2.95,2578.1,95,115,-20,2.21,2.68,270.6,161,14.91,24,7,17,5.32,303.6,180,76.67,5,42,-37,8.3,5,9,0,3,9.19,91.54,100.73,2533,48.21,3363,64.01,42.96,1767,33.63,2540,48.35,41.03,1300,24.74,1842,35.06,41.37,112.22,445,22,766,661,37,823,1428,1476,49.17,2,199,6,0,5,528,5939,4991,6888,0.9915572232645403,1.0703564727954973,0.8142589118198875,1.0966228893058163,0.1772983114446528,-0.026266416510319024,3.184424159330351,2.552388512050801,4.620000000000001,-3.5400000000000027,7.649999999999999,3.8900000000000006,0.43000000000000016,-0.08000000000000007,0.1200000000000001,-2.0700000000000003,2.479999999999997,7.659999999999997,-4.680000000000007,4.0,0.3333333333333333,0.0,0.6666666666666666,2.3333333333333335,3.0,0.3333333333333333,0.0,0.6666666666666666,2.0,3.0,0.0,0.0,0.0,0.0,0.0
2018-09-28,National League,HCD,EVZ,0,1,Arno Del Curto,Dan Tangnes,,3,20.89,57.42,21.69,60.0,2,1,1,49.9,2,1,1,2,0.0,2.4,0,0,0,6,100.0,7.8,0,0,0,11.76,97.62,109.38,39,72,35.14,30,58,34.09,17,42,28.81,13,0,9,16,0,14,29,38,43.28,0,6,0,0,0,12,7157.0,20191105000024,1,1,0,0,1,1,3,0,0,0,0,0,HC Davos,2022/2023,52,83,1.6,3199.7,28.83,36.48,34.69,149,138,11,139,126,13,2.61,2.36,2653.4,102,110,-8,2.31,2.49,266.3,164,21.95,36,2,34,8.11,280.0,155,88.39,6,18,-12,3.86,5,4,5,8,8.66,91.67,100.32,3038,56.97,2827,53.01,51.8,2271,42.59,2048,38.4,52.58,1611,30.21,1516,28.43,51.52,109.98,626,34,767,497,35,779,1464,1455,50.15,4,183,2,1,2,426,6207,4978,7436,EV Zug,EVZ,2022/2023,52,82,1.58,3159.5,28.76,33.7,37.53,165,154,11,153,143,10,2.91,2.72,2658.6,111,109,2,2.51,2.46,279.4,183,26.23,48,4,44,10.31,221.5,143,72.73,2,39,-37,10.56,8,9,4,2,9.16,89.43,98.59,3283,62.35,2569,48.79,56.1,2333,44.3,1857,35.27,55.68,1678,31.87,1362,25.86,55.2,111.13,598,57,950,462,33,712,1466,1367,51.75,0,158,2,0,2,366,6984,6975,6992,0.9784240150093809,0.9061913696060038,1.0834896810506567,1.0112570356472796,-0.10506566604127576,-0.10506566604127587,2.8976403521431666,2.875414922788281,-1.6600000000000001,2.5700000000000003,-4.280000000000001,15.659999999999997,-0.30000000000000027,-0.3600000000000003,0.020000000000000018,0.06999999999999673,-2.8400000000000034,-5.380000000000003,4.219999999999999,-10.0,0.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.0,0.6666666666666666,3.3333333333333335,4.333333333333333,0.0,0.0,0.0,0.0,0.0
2018-09-28,National League,ZSC,GSHC,0,1,Serge Aubin,Chris McSorley,,0,0.0,17.25,82.75,60.0,1,2,-1,54.3,0,1,-1,3,33.33,4.4,1,0,1,1,0.0,1.3,0,1,-1,3.33,93.75,97.08,57,52,52.29,41,40,50.62,30,32,48.39,10,1,16,8,0,12,31,28,52.54,0,1,0,0,0,2,5023.0,20191105000020,-1,0,0,0,1,1,3,0,0,0,0,0,ZSC Lions,2022/2023,52,88,1.69,3160.7,34.86,38.38,26.76,150,123,27,138,121,17,2.62,2.3,2549.7,101,81,20,2.38,1.91,299.2,180,22.22,40,2,38,8.02,311.8,195,80.0,4,39,-35,7.5,7,1,5,1,8.53,92.2,100.74,3035,57.61,2898,55.01,51.15,2216,42.07,2081,39.5,51.57,1624,30.83,1553,29.48,51.12,112.63,553,39,819,497,31,817,1580,1450,52.15,1,223,4,1,2,516,9099,11459,6738,Genève-Servette HC,GSHC,2022/2023,52,101,1.94,3159.5,41.56,33.85,24.58,185,140,45,168,134,34,3.19,2.54,2605.5,129,97,32,2.97,2.23,258.5,167,28.14,47,4,43,10.91,295.5,178,79.21,6,37,-31,7.51,14,4,3,2,11.0,90.73,101.74,2825,53.65,2716,51.58,50.98,2093,39.75,1962,37.26,51.62,1541,29.26,1450,27.54,51.52,105.22,525,27,732,476,36,754,1456,1322,52.41,3,212,5,0,5,549,6613,6264,6962,0.9849906191369606,0.8076923076923077,1.2148217636022514,0.9193245778611634,-0.22983114446529074,-0.11163227016885569,2.651897820753356,2.8735207100591715,1.5699999999999967,1.9400000000000013,-5.920000000000002,0.7900000000000063,-0.5699999999999998,-0.2400000000000002,-0.25,-6.700000000000003,2.1800000000000033,3.960000000000001,3.4299999999999997,-12.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.0,0.0,0.0,0.0,0.0
2018-09-28,National League,HCL,LHC,1,1,Greg Ireland,Ville Peltonen,,3,60.67,39.33,0.0,60.0,4,3,1,51.0,4,1,3,2,0.0,2.8,0,0,0,5,60.0,6.2,0,2,-2,12.12,92.31,104.43,57,77,42.54,43,59,42.16,33,39,45.83,10,0,14,19,1,18,19,36,34.55,0,5,0,0,0,10,5890.0,20191105000022,1,1,0,0,1,1,7,1,1,1,1,0,HC Lugano,2022/2023,52,72,1.38,3150.2,37.77,32.12,30.12,147,163,-16,134,150,-16,2.55,2.86,2600.1,109,110,-1,2.52,2.54,257.0,161,16.77,27,5,22,6.3,293.0,190,75.26,7,47,-40,9.62,9,12,4,1,7.7,89.9,97.6,3112,59.27,2828,53.86,52.39,2368,45.1,2095,39.9,53.06,1749,33.31,1497,28.51,53.88,113.14,587,32,744,577,21,733,1469,1423,50.8,1,216,4,0,4,532,6026,5026,7026,Lausanne HC,LHC,2022/2023,52,71,1.37,3165.2,31.34,36.12,32.54,139,160,-21,128,153,-25,2.43,2.9,2585.0,105,109,-4,2.44,2.53,266.3,157,16.56,26,2,24,5.86,313.9,195,75.9,4,47,-43,8.98,7,5,4,2,7.52,90.4,97.92,3225,61.13,2888,54.75,52.76,2339,44.34,2119,40.17,52.47,1709,32.4,1598,30.29,51.68,115.88,578,52,886,489,32,769,1442,1437,50.09,3,218,7,0,5,571,6925,7099,6751,0.9652908067542215,1.0703564727954973,0.9127579737335835,1.050656660412758,0.05253283302063805,0.019699812382739212,2.9701255592437583,2.861145186895656,0.9100000000000037,-1.7799999999999976,0.21000000000000085,-0.6400000000000006,0.11999999999999966,-0.040000000000000036,0.009999999999999787,6.430000000000003,-2.419999999999998,-1.8599999999999994,-0.8900000000000006,3.0,0.3333333333333333,0.0,0.6666666666666666,2.6666666666666665,3.6666666666666665,0.3333333333333333,0.0,0.6666666666666666,2.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0
